,Emissions/Supply (C02 kg/kWh),Supply (GWh),Emissions (mmTh)
2428,0.17667169238747346,104131,18397
2429,0.17350277756639526,131410,22800
2430,0.17594733481691782,161321,28384
2431,0.1809236455130581,191567,34659
2432,0.17794776696028436,220014,39151
2433,0.17065477307783336,245062,41821
2434,0.1638000786857987,269426,44132
2435,0.15789078421399386,292943,46253
2436,0.15253539025139992,315553,48133
2437,0.1479980461522521,337795,49993
2438,0.14432133271839212,359926,51945
2439,0.1399784575952701,381573,53412
2440,0.1360680427053327,403041,54841
2441,0.13326523599493506,424882,56622
2442,0.13140959288024592,449229,59033
2443,0.13207867109078159,477685,63092
2444,0.1360690847914127,509403,69314
2445,0.1406131136247677,542901,76339
2446,0.1440752433844241,575838,82964
2447,0.14649462577817252,607995,89068
2448,0.19410485262131552,26666,5176
2449,0.21738756556883654,46516,10112
2450,0.22753955132191667,65927,15001
2451,0.23247145695909321,85047,19771
2452,0.2351474705634181,104292,24524
2453,0.2265913301790007,130614,29596
2454,0.22198101265822784,158000,35073
2455,0.21723466248514675,184303,40037
2456,0.210360103513312,205191,43164
2457,0.1999556658982089,225560,45102
2458,0.18914785587569585,245205,46380
2459,0.17876630541574087,264636,47308
2460,0.16937774426127833,283774,48065
2461,0.1608338038586377,302853,48709
2462,0.15340002359618238,322086,49408
2463,0.147042288163882,341514,50217
2464,0.141813172831174,361532,51270
2465,0.13842437123256476,382057,52886
2466,0.1366048533211885,404012,55190
2467,0.13808819849295134,431572,59595
2468,0.14287973860740844,461528,65943
2469,0.15003996490485477,486677,73021
2470,0.15611658384230712,511323,79826
2471,0.16024029502307438,535009,85730
2472,0.2031218325562538,19732,4008
2473,0.20244575733340214,38761,7847
2474,0.19781369318479,57357,11346
2475,0.19348107451332577,75718,14650
2476,0.18417308591288795,98402,18123
2477,0.17753879572794445,121534,21577
2478,0.18009478672985782,140526,25308
2479,0.17417195487665593,163729,28517
2480,0.16538717838974099,184579,30527
2481,0.15725288515957578,203195,31953
2482,0.14902251425782487,221282,32976
2483,0.14228444347833358,239218,34037
2484,0.13549152740219061,257005,34822
2485,0.128455391065112,274788,35298
2486,0.12206061185729707,292748,35733
2487,0.11620819684252148,311071,36149
2488,0.11146081983302839,330116,36795
2489,0.1081646814914658,350179,37877
2490,0.10743234515274817,371592,39921
2491,0.10987728847607404,394258,43320
2492,0.11504291238328775,424120,48792
2493,0.12156041280529935,455905,55420
2494,0.12643079484729303,487666,61656
2495,0.12960697678905633,518290,67174
2496,0.15236139630390144,24350,3710
2497,0.16740108432345138,43345,7256
2498,0.16200367071041677,67017,10857
2499,0.1600105938048312,90619,14500
2500,0.1593899183485361,115001,18330
2501,0.15966891442950648,141474,22589
2502,0.162952295651054,170823,27836
2503,0.16387363936351826,200917,32925
2504,0.1595753533247785,228331,36436
2505,0.15307405728252943,253655,38828
2506,0.14588560140727283,277416,40471
2507,0.1401335015940489,301120,42197
2508,0.13409312323132355,323335,43357
2509,0.12981821120751863,346446,44975
2510,0.1253846987429562,369120,46282
2511,0.12149175159917976,392076,47634
2512,0.11847602299563006,416253,49316
2513,0.11702816665383413,441586,51678
2514,0.11784164177928959,469783,55360
2515,0.12105191704134356,500876,60632
2516,0.12639609113203662,534170,67517
2517,0.13236736027889748,569098,75330
2518,0.13741592885152762,603358,82911
2519,0.14109531312407028,635946,89729
2520,0.20425449058073308,20543,4196
2521,0.19959010321497359,40498,8083
2522,0.20148794168067508,60083,12106
2523,0.19068987506199664,84682,16148
2524,0.18324383362155275,109870,20133
2525,0.18067012563033782,137228,24793
2526,0.189143516353319,160365,30332
2527,0.19502987168445968,184623,36007
2528,0.19446898534390952,209401,40722
2529,0.18713943821640006,238170,44571
2530,0.18034412803366143,266180,48004
2531,0.17487903993041398,294312,51469
2532,0.1696066946649552,320972,54439
2533,0.1648407121511071,346668,57145
2534,0.16070497697189873,372154,59807
2535,0.1583324264748682,395137,62563
2536,0.15563120796520094,420931,65510
2537,0.15329038041346854,446225,68402
2538,0.15092328193413287,472770,71352
2539,0.15197855111407896,497182,75561
2540,0.15387599307787764,531051,81716
2541,0.15659043219128563,567110,88804
2542,0.15859921455627077,602462,95550
2543,0.1601567777306502,636570,101951
2544,0.2095169775227164,20910,4381
2545,0.20801277398751633,41334,8598
2546,0.20976406237243855,61245,12847
2547,0.20882487369214237,80953,16905
2548,0.20889696945742714,101203,21141
2549,0.2112954862044527,122757,25938
2550,0.205065085706921,155180,31822
2551,0.19911000999510878,188092,37451
2552,0.19004061305498382,217664,41365
2553,0.18123030194163658,244948,44392
2554,0.17289541547808004,270279,46730
2555,0.16632178574936246,295271,49110
2556,0.16056367131487825,319406,51285
2557,0.15578082446870417,343688,53540
2558,0.1519573262716923,368564,56006
2559,0.14854724563462426,393666,58478
2560,0.14630233511637442,419508,61375
2561,0.14512948688140503,447304,64917
2562,0.14508125204493402,476788,69173
2563,0.14650788011314228,509447,74638
2564,0.151299750330445,544720,82416
2565,0.15688377401036727,581832,91280
2566,0.16084877030275074,617835,99378
2567,0.16312587166086837,652490,106438
2568,0.2610422996027109,21395,5585
2569,0.2183653323125894,49637,10839
2570,0.2271829373031778,69860,15871
2571,0.21387792753548915,97565,20867
2572,0.20612144254784365,125722,25914
2573,0.21493639609552126,147318,31664
2574,0.2153741338340617,180537,38883
2575,0.2150402839596597,212988,45801
2576,0.20680357371087904,242549,50160
2577,0.19691981825520555,270049,53178
2578,0.19036966669731048,293697,55911
2579,0.18378986441137268,317357,58327
2580,0.1787401090025301,341093,60967
2581,0.1737825816790398,366924,63765
2582,0.1688413719457934,393310,66407
2583,0.1649228767666408,421209,69467
2584,0.16152103839865475,450771,72809
2585,0.1594635523454005,481389,76764
2586,0.15866428099109262,514180,81582
2587,0.1604781795137102,549919,88250
2588,0.1653831687903238,587587,97177
2589,0.170449031450717,626504,106787
2590,0.17447072781598064,665017,116026
2591,0.1771261765791127,701929,124330
2592,0.19824525467704493,29292,5807
2593,0.22501194647977063,50224,11301
2594,0.21498216102731874,77639,16691
2595,0.2101916917634686,104595,21985
2596,0.20749996209076987,131894,27368
2597,0.2064639090135896,161079,33257
2598,0.20690586359647073,192561,39842
2599,0.204583835946924,223830,45792
2600,0.19854453409270684,252840,50200
2601,0.19296605651323973,281350,54291
2602,0.18840012801820705,309331,58278
2603,0.18430165905351384,336698,62054
2604,0.179768544492481,363612,65366
2605,0.176067008683747,390039,68673
2606,0.17311038614446728,417797,72325
2607,0.16991837256851475,445561,75709
2608,0.16778523489932887,470393,78925
2609,0.1666024680502645,495857,82611
2610,0.164839287788843,525069,86552
2611,0.16513226583046006,557438,92051
2612,0.16721272695014489,591815,98959
2613,0.1694553165031208,627245,106290
2614,0.17141791337809714,662142,113503
2615,0.17403953184897566,688154,119766
2616,0.1665891944076948,27967,4659
2617,0.18587887376008871,48693,9051
2618,0.19005227998838223,68860,13087
2619,0.1908287529767615,88603,16908
2620,0.18213649432890583,113382,20651
2621,0.1764163913422157,138927,24509
2622,0.17346538240888915,165595,28725
2623,0.16880964208214594,191245,32284
2624,0.16199052577271236,213210,34538
2625,0.15261597614763964,235113,35882
2626,0.14327985142906088,256847,36801
2627,0.13473591099828483,278107,37471
2628,0.12723129128767344,298818,38019
2629,0.11970646019446073,319139,38203
2630,0.11452500781770873,338974,38821
2631,0.10923329896045261,358810,39194
2632,0.10419911639446486,376865,39269
2633,0.10042419608407208,396279,39796
2634,0.09821109937511825,417519,41005
2635,0.09881795088907705,442875,43764
2636,0.10251682570828673,472937,48484
2637,0.10693777019587533,505883,54098
2638,0.11091896269575764,538357,59714
2639,0.11426099348534202,569792,65105
2640,0.16481009770748584,26303,4335
2641,0.18473312231713135,46126,8521
2642,0.1863109723433889,65337,12173
2643,0.17692169095290647,88802,15711
2644,0.174985480209085,113638,19885
2645,0.1740854558147234,138949,24189
2646,0.1735171459270456,164733,28584
2647,0.1698279571034754,188267,31973
2648,0.16458575812083379,207922,34221
2649,0.15764244375252873,227388,35846
2650,0.14985923274737864,246151,36888
2651,0.1432731398317103,264425,37885
2652,0.13723687480032656,281710,38661
2653,0.13082180733094076,297588,38931
2654,0.12459709396024661,312728,38965
2655,0.11896467573668476,327820,38999
2656,0.1142469249933863,343983,39299
2657,0.1106912327744682,361745,40042
2658,0.10835309686971789,381595,41347
2659,0.10795267787193764,404631,43681
2660,0.11159372717269693,432596,48275
2661,0.11560748530843122,463361,53568
2662,0.11928671586193221,494221,58954
2663,0.12188804995915625,523948,63863
2664,0.1580819860062458,25297,3999
2665,0.18121996137088442,44526,8069
2666,0.17497517668360493,68484,11983
2667,0.17000989377779227,91977,15637
2668,0.16807118914331273,116647,19605
2669,0.16868599852718455,143942,24281
2670,0.1723012810972329,174694,30100
2671,0.17248926390087205,205149,35386
2672,0.16671907373027736,232157,38705
2673,0.16042855425004945,257797,41358
2674,0.15396117849722069,281545,43347
2675,0.14797898988839198,304996,45133
2676,0.14291350623929533,326960,46727
2677,0.13835258313454266,349614,48370
2678,0.13442940815708918,373393,50195
2679,0.13145936169411054,398085,52332
2680,0.1290263957857372,423704,54669
2681,0.12678844276204732,449623,57007
2682,0.12683571691115048,478832,60733
2683,0.12867168714183136,511107,65765
2684,0.1332786774246087,546449,72830
2685,0.13893620594515488,583534,81074
2686,0.1437629883959573,619784,89102
2687,0.14725056516160567,654680,96402
2688,0.18041182118852023,28119,5073
2689,0.1785482240831649,55408,9893
2690,0.19500159608427325,75184,14661
2691,0.20398371926272724,94836,19345
2692,0.19780913570731629,121961,24125
2693,0.19609736737663713,151180,29646
2694,0.20811549907504223,174062,36225
2695,0.21234281096914298,198010,42046
2696,0.2031876190518087,227317,46188
2697,0.19741509178297292,250918,49535
2698,0.18945735094521668,277767,52625
2699,0.1830280349287637,304620,55754
2700,0.17859716002881923,328947,58749
2701,0.1746056884932026,353591,61739
2702,0.17073463957995208,382623,65327
2703,0.16736351951107123,412330,69009
2704,0.16600776103486542,438859,72854
2705,0.16386501933062272,470497,77098
2706,0.16421938694690577,498717,81899
2707,0.1647647726231932,534993,88148
2708,0.16862584083165896,572350,96513
2709,0.17304822819330587,610535,105652
2710,0.17649083117416217,648011,114368
2711,0.17857967583051987,684210,122186
2712,0.24980534053955022,21833,5454
2713,0.24575816276518775,42847,10530
2714,0.21983651690176823,70466,15491
2715,0.20869002230055392,97307,20307
2716,0.20285220950310162,125096,25376
2717,0.19929085343012518,154834,30857
2718,0.20037693823353037,186768,37424
2719,0.1988645720873209,218596,43471
2720,0.1920061305154473,247940,47606
2721,0.1850520018541051,276144,51101
2722,0.1793305667902945,303869,54493
2723,0.17451526884312338,331885,57919
2724,0.17155051616746705,357539,61336
2725,0.16751333469767346,386023,64664
2726,0.1636984454161931,415288,67982
2727,0.16010948962475777,445339,71303
2728,0.1575093573238893,476632,75074
2729,0.15606346044895936,510113,79610
2730,0.15531546216142794,544788,84614
2731,0.15699494258569985,581127,91234
2732,0.16151224407673698,618789,99942
2733,0.16626371101613294,657227,109273
2734,0.17014389420711443,695094,118266
2735,0.17241374595630762,731386,126101
2736,0.16870517307092617,28861,4869
2737,0.18700541441066224,50421,9429
2738,0.17856177171183932,77665,13868
2739,0.17431482580966426,104426,18203
2740,0.17111501784667837,131397,22484
2741,0.17106488280102733,160027,27375
2742,0.18081249115318868,183682,33212
2743,0.1794223055782515,215408,38649
2744,0.17409502539064092,245366,42717
2745,0.16813285686705207,274521,46156
2746,0.1626834049462408,303018,49296
2747,0.1585745713692409,332279,52691
2748,0.1551738428893506,361936,56163
2749,0.15240092562118418,391953,59734
2750,0.14929674863174447,422253,63041
2751,0.1481753367368503,449535,66610
2752,0.14640079437621525,481384,70475
2753,0.14520674772284778,514129,74655
2754,0.14470571255798148,547373,79208
2755,0.14692444028090187,582837,85633
2756,0.15151872480099246,619072,93801
2757,0.15629330069220135,656023,102532
2758,0.16038669825078153,691909,110973
2759,0.16279293863706445,726432,118258
2760,0.17234968076896093,28506,4913
2761,0.1900136469454925,49828,9468
2762,0.19869292140553388,70692,14046
2763,0.20062486296864723,91220,18301
2764,0.20380005533194706,112051,22836
2765,0.2089615740602514,133972,27995
2766,0.20704334365325078,165376,34240
2767,0.20179695797781244,196777,39709
2768,0.196139519133085,221475,43440
2769,0.18818494471717037,246279,46346
2770,0.17843629003871875,272736,48666
2771,0.1709301781789272,299362,51170
2772,0.16593019413848153,323841,53735
2773,0.16120242872016086,348661,56205
2774,0.1574541063834334,374344,58942
2775,0.1541306843707882,400660,61754
2776,0.15163798383288685,427782,64868
2777,0.15009278271276888,455365,68347
2778,0.14898269947738435,483338,72009
2779,0.15130366824598251,511825,77441
2780,0.15643050349489918,540502,84551
2781,0.16153311596466413,569846,92049
2782,0.16598353465258853,598469,99336
2783,0.1691637151734455,625672,105841
2784,0.19361031125737008,21879,4236
2785,0.18647512263489838,42810,7983
2786,0.18278582063547374,63134,11540
2787,0.16999526632554154,88726,15083
2788,0.17138623793265292,108661,18623
2789,0.1741260367413379,129010,22464
2790,0.17885630753005413,149813,26795
2791,0.17907886288015878,171310,30678
2792,0.1747580840983886,193559,33826
2793,0.16837729105614274,216003,36370
2794,0.16107723363983933,238277,38381
2795,0.15542204312434454,260317,40459
2796,0.15159651823528159,281926,42739
2797,0.1457572812984216,304616,44400
2798,0.140667897051667,326727,45960
2799,0.13617872796031066,349313,47569
2800,0.1318216849222738,372397,49090
2801,0.12874706520915907,396110,50998
2802,0.12702784776491913,421506,53543
2803,0.12737392417668397,449888,57304
2804,0.13153354820792904,475316,62520
2805,0.1364603036348887,501721,68465
2806,0.1409001845696722,527714,74355
2807,0.1429312404759009,559108,79914
2808,0.18457101658255226,20805,3840
2809,0.1848793040068619,40805,7544
2810,0.18530208142992408,60199,11155
2811,0.18548580517300142,79219,14694
2812,0.185837373202428,98188,18247
2813,0.1889606186550385,117416,22187
2814,0.19282704113624102,137154,26447
2815,0.19010153092078041,157095,29864
2816,0.18150675267652056,177189,32161
2817,0.17126094055841218,197202,33773
2818,0.16131991959131733,216892,34989
2819,0.1521239735502786,236373,35958
2820,0.14450489747738873,255846,36971
2821,0.1380805088437745,275448,38034
2822,0.1325871252061535,295896,39232
2823,0.13042079567030207,317066,41352
2824,0.12831016868439188,338087,43380
2825,0.12820377318606987,359537,46094
2826,0.13057110803693545,382397,49930
2827,0.13680446949354264,406668,55634
2828,0.14462628179903242,432010,62480
2829,0.1518806999170921,458340,69613
2830,0.15710670167789667,484416,76105
2831,0.16132775683317624,509280,82161
2832,0.16205773164633686,26398,4278
2833,0.16134964574702854,51658,8335
2834,0.15942332621875369,76369,12175
2835,0.15820471565063662,100686,15929
2836,0.15590031331926593,125112,19505
2837,0.16352476683796008,146143,23898
2838,0.170860644564818,168734,28830
2839,0.17389904445367677,192560,33486
2840,0.1686065396275444,221664,37374
2841,0.16203859261748188,249996,40509
2842,0.15571154381386473,276659,43079
2843,0.15123810653382885,303528,45905
2844,0.14721883684992032,330671,48681
2845,0.14436254863242684,358043,51688
2846,0.1426294573322501,386498,55126
2847,0.14125207216932034,415024,58623
2848,0.14036947986456308,444192,62351
2849,0.13979658265626188,473116,66140
2850,0.1397611016531161,502808,70273
2851,0.14047496089393838,534444,75076
2852,0.14288254567413922,567991,81156
2853,0.14572383741648476,603333,87920
2854,0.1483084906857699,638217,94653
