i,cluster,kwh_ann_tot,customer_count,util,slap,sector,building_type,care,kwh_bin,kw_bin,poolpump_penetration,hvac_penetration,weather_station,bev_count,bev_work_count,phev_count,phev_work_count,battery_kwh_per_customer,cluster_oldname
502,pge-com-PGSF-com_other-noKW-nonCare-0.2_0.3,10137811.04,2680,pge,PGSF,com,com_other,nonCare,0.2_0.3,noKW,NA,0.0625,724940,NA,NA,NA,NA,NA,pge-com-PGSF-com_other-noKW-nonCare-0.2_0.3
503,pge-com-PGSF-com_other-noKW-nonCare-0.3_0.4,16974672.92,2680,pge,PGSF,com,com_other,nonCare,0.3_0.4,noKW,NA,0.5,724940,NA,NA,NA,NA,NA,pge-com-PGSF-com_other-noKW-nonCare-0.3_0.4
504,pge-com-PGSF-com_other-noKW-nonCare-0.4_0.5,27325470.54,2680,pge,PGSF,com,com_other,nonCare,0.4_0.5,noKW,NA,0.2,724940,NA,NA,NA,NA,NA,pge-com-PGSF-com_other-noKW-nonCare-0.4_0.5
505,pge-com-PGSF-com_other-noKW-nonCare-0.5_0.6,43559851.71,2680,pge,PGSF,com,com_other,nonCare,0.5_0.6,noKW,NA,0.769230769,724940,NA,NA,NA,NA,NA,pge-com-PGSF-com_other-noKW-nonCare-0.5_0.6
506,pge-com-PGSF-com_other-noKW-nonCare-0.6_0.7,70187377.74,2680,pge,PGSF,com,com_other,nonCare,0.6_0.7,noKW,NA,0.384615385,724940,NA,NA,NA,NA,NA,pge-com-PGSF-com_other-noKW-nonCare-0.6_0.7
507,pge-com-PGSF-com_other-noKW-nonCare-0.7_0.8,111282455.4,2680,pge,PGSF,com,com_other,nonCare,0.7_0.8,noKW,NA,0.857142857,724940,NA,NA,NA,NA,NA,pge-com-PGSF-com_other-noKW-nonCare-0.7_0.8
508,pge-com-PGSF-com_other-noKW-nonCare-0.8_0.9,188541873.1,2680,pge,PGSF,com,com_other,nonCare,0.8_0.9,noKW,NA,0.75,724940,NA,NA,NA,NA,NA,pge-com-PGSF-com_other-noKW-nonCare-0.8_0.9
509,pge-com-PGSF-com_other-noKW-nonCare-0.9_1.0,1260332085,2680,pge,PGSF,com,com_other,nonCare,0.9_1.0,noKW,NA,0.17791411,724940,NA,NA,NA,NA,NA,pge-com-PGSF-com_other-noKW-nonCare-0.9_1.0
510,pge-com-PGSF-office-50_200kW-nonCare-0.0_0.25,17727001.79,168,pge,PGSF,com,office,nonCare,0.0_0.25,50_200kW,NA,0.833333333,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-50_200kW-nonCare-0.0_0.25
511,pge-com-PGSF-office-50_200kW-nonCare-0.25_0.5,40855037.55,168,pge,PGSF,com,office,nonCare,0.25_0.5,50_200kW,NA,0.875,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-50_200kW-nonCare-0.25_0.5
512,pge-com-PGSF-office-50_200kW-nonCare-0.5_0.75,63348290.45,168,pge,PGSF,com,office,nonCare,0.5_0.75,50_200kW,NA,0.833333333,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-50_200kW-nonCare-0.5_0.75
513,pge-com-PGSF-office-50_200kW-nonCare-0.75_1.0,111234816.7,168,pge,PGSF,com,office,nonCare,0.75_1.0,50_200kW,NA,0.777777778,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-50_200kW-nonCare-0.75_1.0
514,pge-com-PGSF-office-lt50kW-nonCare-0.0_0.1,469378.4007,1270,pge,PGSF,com,office,nonCare,0.0_0.1,<50kW,NA,0.420289855,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.0_0.1
515,pge-com-PGSF-office-lt50kW-nonCare-0.1_0.2,2097550.245,1268,pge,PGSF,com,office,nonCare,0.1_0.2,<50kW,NA,0.396551724,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.1_0.2
516,pge-com-PGSF-office-lt50kW-nonCare-0.2_0.3,3161200.969,1283,pge,PGSF,com,office,nonCare,0.2_0.3,<50kW,NA,0.484375,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.2_0.3
517,pge-com-PGSF-office-lt50kW-nonCare-0.3_0.4,4842469.03,1255,pge,PGSF,com,office,nonCare,0.3_0.4,<50kW,NA,0.576470588,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.3_0.4
518,pge-com-PGSF-office-lt50kW-nonCare-0.4_0.5,7375907.305,1270,pge,PGSF,com,office,nonCare,0.4_0.5,<50kW,NA,0.684931507,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.4_0.5
519,pge-com-PGSF-office-lt50kW-nonCare-0.5_0.6,10628870.19,1268,pge,PGSF,com,office,nonCare,0.5_0.6,<50kW,NA,0.694444444,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.5_0.6
520,pge-com-PGSF-office-lt50kW-nonCare-0.6_0.7,15578112.33,1268,pge,PGSF,com,office,nonCare,0.6_0.7,<50kW,NA,0.779220779,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.6_0.7
521,pge-com-PGSF-office-lt50kW-nonCare-0.7_0.8,25894227.17,1270,pge,PGSF,com,office,nonCare,0.7_0.8,<50kW,NA,0.808823529,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.7_0.8
522,pge-com-PGSF-office-lt50kW-nonCare-0.8_0.9,48997523.67,1268,pge,PGSF,com,office,nonCare,0.8_0.9,<50kW,NA,0.855072464,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.8_0.9
523,pge-com-PGSF-office-lt50kW-nonCare-0.9_1.0,134169333.6,1270,pge,PGSF,com,office,nonCare,0.9_1.0,<50kW,NA,0.865671642,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office-<50kW-nonCare-0.9_1.0
524,pge-com-PGSF-office-gt200kW-nonCare-0.0_0.1,33562236.98,52,pge,PGSF,com,office,nonCare,0.0_0.1,>200kW,NA,0.076923077,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.0_0.1
525,pge-com-PGSF-office-gt200kW-nonCare-0.1_0.2,53729055.98,51,pge,PGSF,com,office,nonCare,0.1_0.2,>200kW,NA,0.037037037,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.1_0.2
526,pge-com-PGSF-office-gt200kW-nonCare-0.2_0.3,66143025.03,51,pge,PGSF,com,office,nonCare,0.2_0.3,>200kW,NA,0.032258065,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.2_0.3
527,pge-com-PGSF-office-gt200kW-nonCare-0.3_0.4,81851112.12,51,pge,PGSF,com,office,nonCare,0.3_0.4,>200kW,NA,0.176470588,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.3_0.4
528,pge-com-PGSF-office-gt200kW-nonCare-0.4_0.5,102831013.2,51,pge,PGSF,com,office,nonCare,0.4_0.5,>200kW,NA,0.103448276,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.4_0.5
529,pge-com-PGSF-office-gt200kW-nonCare-0.5_0.6,125760769,51,pge,PGSF,com,office,nonCare,0.5_0.6,>200kW,NA,0.125,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.5_0.6
530,pge-com-PGSF-office-gt200kW-nonCare-0.6_0.7,161449026.5,51,pge,PGSF,com,office,nonCare,0.6_0.7,>200kW,NA,0.03030303,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.6_0.7
531,pge-com-PGSF-office-gt200kW-nonCare-0.7_0.8,198500338.7,51,pge,PGSF,com,office,nonCare,0.7_0.8,>200kW,NA,0.133333333,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.7_0.8
532,pge-com-PGSF-office-gt200kW-nonCare-0.8_0.9,283262472.8,51,pge,PGSF,com,office,nonCare,0.8_0.9,>200kW,NA,0.28125,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.8_0.9
533,pge-com-PGSF-office-gt200kW-nonCare-0.9_1.0,667808669.9,52,pge,PGSF,com,office,nonCare,0.9_1.0,>200kW,NA,0.272727273,724940,NA,NA,NA,NA,NA,pge-com-PGSF-office->200kW-nonCare-0.9_1.0
534,pge-com-PGSF-retail-50_200kW-nonCare-0.0_0.33,24802353.47,133,pge,PGSF,com,retail,nonCare,0.0_0.33,50_200kW,NA,0.857142857,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-50_200kW-nonCare-0.0_0.33
535,pge-com-PGSF-retail-50_200kW-nonCare-0.33_0.66,46328209.86,132,pge,PGSF,com,retail,nonCare,0.33_0.66,50_200kW,NA,0.833333333,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-50_200kW-nonCare-0.33_0.66
536,pge-com-PGSF-retail-50_200kW-nonCare-0.66_1.0,94916126.75,137,pge,PGSF,com,retail,nonCare,0.66_1.0,50_200kW,NA,0.875,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-50_200kW-nonCare-0.66_1.0
537,pge-com-PGSF-retail-lt50kW-nonCare-0.0_0.1,638410.8485,585,pge,PGSF,com,retail,nonCare,0.0_0.1,<50kW,NA,0.705882353,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.0_0.1
538,pge-com-PGSF-retail-lt50kW-nonCare-0.1_0.2,2104963.706,584,pge,PGSF,com,retail,nonCare,0.1_0.2,<50kW,NA,0.8,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.1_0.2
539,pge-com-PGSF-retail-lt50kW-nonCare-0.2_0.3,3572770.13,584,pge,PGSF,com,retail,nonCare,0.2_0.3,<50kW,NA,0.8,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.2_0.3
540,pge-com-PGSF-retail-lt50kW-nonCare-0.3_0.4,5480532.598,585,pge,PGSF,com,retail,nonCare,0.3_0.4,<50kW,NA,0.916666667,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.3_0.4
541,pge-com-PGSF-retail-lt50kW-nonCare-0.4_0.5,8195626.566,584,pge,PGSF,com,retail,nonCare,0.4_0.5,<50kW,NA,0.931034483,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.4_0.5
542,pge-com-PGSF-retail-lt50kW-nonCare-0.5_0.6,12191119.28,584,pge,PGSF,com,retail,nonCare,0.5_0.6,<50kW,NA,0.85106383,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.5_0.6
543,pge-com-PGSF-retail-lt50kW-nonCare-0.6_0.7,19012215.85,585,pge,PGSF,com,retail,nonCare,0.6_0.7,<50kW,NA,0.846153846,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.6_0.7
544,pge-com-PGSF-retail-lt50kW-nonCare-0.7_0.8,28998119.51,584,pge,PGSF,com,retail,nonCare,0.7_0.8,<50kW,NA,0.823529412,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.7_0.8
545,pge-com-PGSF-retail-lt50kW-nonCare-0.8_0.9,43739456.37,584,pge,PGSF,com,retail,nonCare,0.8_0.9,<50kW,NA,0.857142857,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.8_0.9
546,pge-com-PGSF-retail-lt50kW-nonCare-0.9_1.0,88217294.44,585,pge,PGSF,com,retail,nonCare,0.9_1.0,<50kW,NA,0.914285714,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail-<50kW-nonCare-0.9_1.0
547,pge-com-PGSF-retail-gt200kW-nonCare-0.0_0.2,19696191.86,28,pge,PGSF,com,retail,nonCare,0.0_0.2,>200kW,NA,0,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail->200kW-nonCare-0.0_0.2
548,pge-com-PGSF-retail-gt200kW-nonCare-0.2_0.4,36499799.76,28,pge,PGSF,com,retail,nonCare,0.2_0.4,>200kW,NA,0.071428571,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail->200kW-nonCare-0.2_0.4
549,pge-com-PGSF-retail-gt200kW-nonCare-0.4_0.6,49670013.04,28,pge,PGSF,com,retail,nonCare,0.4_0.6,>200kW,NA,0,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail->200kW-nonCare-0.4_0.6
550,pge-com-PGSF-retail-gt200kW-nonCare-0.6_0.8,63700964.36,28,pge,PGSF,com,retail,nonCare,0.6_0.8,>200kW,NA,0.045454545,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail->200kW-nonCare-0.6_0.8
551,pge-com-PGSF-retail-gt200kW-nonCare-0.8_1.0,101906366.2,28,pge,PGSF,com,retail,nonCare,0.8_1.0,>200kW,NA,0.15,724940,NA,NA,NA,NA,NA,pge-com-PGSF-retail->200kW-nonCare-0.8_1.0
552,pge-com-PGSI-com_other-noKW-nonCare-0.0_0.1,196686.2303,1178,pge,PGSI,com,com_other,nonCare,0.0_0.1,noKW,NA,0.189189189,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.0_0.1
553,pge-com-PGSI-com_other-noKW-nonCare-0.1_0.2,663845.3388,1080,pge,PGSI,com,com_other,nonCare,0.1_0.2,noKW,NA,0.290322581,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.1_0.2
554,pge-com-PGSI-com_other-noKW-nonCare-0.2_0.3,2053933.205,1128,pge,PGSI,com,com_other,nonCare,0.2_0.3,noKW,NA,0.240740741,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.2_0.3
555,pge-com-PGSI-com_other-noKW-nonCare-0.3_0.4,3993010.67,1128,pge,PGSI,com,com_other,nonCare,0.3_0.4,noKW,NA,0.254901961,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.3_0.4
556,pge-com-PGSI-com_other-noKW-nonCare-0.4_0.5,6732876.346,1129,pge,PGSI,com,com_other,nonCare,0.4_0.5,noKW,NA,0.426229508,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.4_0.5
557,pge-com-PGSI-com_other-noKW-nonCare-0.5_0.6,10070465.75,1128,pge,PGSI,com,com_other,nonCare,0.5_0.6,noKW,NA,0.346153846,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.5_0.6
558,pge-com-PGSI-com_other-noKW-nonCare-0.6_0.7,15361896.1,1128,pge,PGSI,com,com_other,nonCare,0.6_0.7,noKW,NA,0.5,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.6_0.7
559,pge-com-PGSI-com_other-noKW-nonCare-0.7_0.8,24110444.33,1129,pge,PGSI,com,com_other,nonCare,0.7_0.8,noKW,NA,0.585365854,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.7_0.8
560,pge-com-PGSI-com_other-noKW-nonCare-0.8_0.9,46150939.13,1128,pge,PGSI,com,com_other,nonCare,0.8_0.9,noKW,NA,0.775862069,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.8_0.9
561,pge-com-PGSI-com_other-noKW-nonCare-0.9_1.0,260535771,1129,pge,PGSI,com,com_other,nonCare,0.9_1.0,noKW,NA,0.46875,725845,NA,NA,NA,NA,NA,pge-com-PGSI-com_other-noKW-nonCare-0.9_1.0
562,pge-com-PGSI-office-50_200kW-nonCare-0.0_1.0,48407232.17,172,pge,PGSI,com,office,nonCare,0.0_1.0,50_200kW,NA,1,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-50_200kW-nonCare-0.0_1.0
563,pge-com-PGSI-office-lt50kW-nonCare-0.0_0.1,232498.0152,606,pge,PGSI,com,office,nonCare,0.0_0.1,<50kW,NA,0.736842105,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.0_0.1
564,pge-com-PGSI-office-lt50kW-nonCare-0.1_0.2,1148114.158,608,pge,PGSI,com,office,nonCare,0.1_0.2,<50kW,NA,0.884615385,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.1_0.2
565,pge-com-PGSI-office-lt50kW-nonCare-0.2_0.3,2194721.998,606,pge,PGSI,com,office,nonCare,0.2_0.3,<50kW,NA,0.807692308,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.2_0.3
566,pge-com-PGSI-office-lt50kW-nonCare-0.3_0.4,3244991.087,606,pge,PGSI,com,office,nonCare,0.3_0.4,<50kW,NA,0.75,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.3_0.4
567,pge-com-PGSI-office-lt50kW-nonCare-0.4_0.5,4229913.423,605,pge,PGSI,com,office,nonCare,0.4_0.5,<50kW,NA,0.714285714,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.4_0.5
568,pge-com-PGSI-office-lt50kW-nonCare-0.5_0.6,5663483.308,605,pge,PGSI,com,office,nonCare,0.5_0.6,<50kW,NA,0.827586207,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.5_0.6
569,pge-com-PGSI-office-lt50kW-nonCare-0.6_0.7,8061635.882,606,pge,PGSI,com,office,nonCare,0.6_0.7,<50kW,NA,1,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.6_0.7
570,pge-com-PGSI-office-lt50kW-nonCare-0.7_0.8,11465622.59,606,pge,PGSI,com,office,nonCare,0.7_0.8,<50kW,NA,0.962962963,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.7_0.8
571,pge-com-PGSI-office-lt50kW-nonCare-0.8_0.9,18247175.51,606,pge,PGSI,com,office,nonCare,0.8_0.9,<50kW,NA,1,724837,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.8_0.9
572,pge-com-PGSI-office-lt50kW-nonCare-0.9_1.0,49216448.44,606,pge,PGSI,com,office,nonCare,0.9_1.0,<50kW,NA,0.928571429,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office-<50kW-nonCare-0.9_1.0
573,pge-com-PGSI-office-gt200kW-nonCare-0.0_1.0,37972148.33,30,pge,PGSI,com,office,nonCare,0.0_1.0,>200kW,NA,0.1,725845,NA,NA,NA,NA,NA,pge-com-PGSI-office->200kW-nonCare-0.0_1.0
574,pge-com-PGSI-retail-50_200kW-nonCare-0.0_1.0,48745356.2,128,pge,PGSI,com,retail,nonCare,0.0_1.0,50_200kW,NA,0.833333333,725845,NA,NA,NA,NA,NA,pge-com-PGSI-retail-50_200kW-nonCare-0.0_1.0
575,pge-com-PGSI-retail-lt50kW-nonCare-0.0_0.2,856593.329,334,pge,PGSI,com,retail,nonCare,0.0_0.2,<50kW,NA,0.933333333,725845,NA,NA,NA,NA,NA,pge-com-PGSI-retail-<50kW-nonCare-0.0_0.2
576,pge-com-PGSI-retail-lt50kW-nonCare-0.2_0.4,2600960.639,334,pge,PGSI,com,retail,nonCare,0.2_0.4,<50kW,NA,0.947368421,725845,NA,NA,NA,NA,NA,pge-com-PGSI-retail-<50kW-nonCare-0.2_0.4
577,pge-com-PGSI-retail-lt50kW-nonCare-0.4_0.6,4577882.559,334,pge,PGSI,com,retail,nonCare,0.4_0.6,<50kW,NA,1,725845,NA,NA,NA,NA,NA,pge-com-PGSI-retail-<50kW-nonCare-0.4_0.6
578,pge-com-PGSI-retail-lt50kW-nonCare-0.6_0.8,10284331.82,334,pge,PGSI,com,retail,nonCare,0.6_0.8,<50kW,NA,0.833333333,725845,NA,NA,NA,NA,NA,pge-com-PGSI-retail-<50kW-nonCare-0.6_0.8
579,pge-com-PGSI-retail-lt50kW-nonCare-0.8_1.0,32578341.03,334,pge,PGSI,com,retail,nonCare,0.8_1.0,<50kW,NA,1,725845,NA,NA,NA,NA,NA,pge-com-PGSI-retail-<50kW-nonCare-0.8_1.0
580,pge-com-PGSI-retail-gt200kW-nonCare-0.0_0.5,28828363.74,19,pge,PGSI,com,retail,nonCare,0.0_0.5,>200kW,NA,0.066666667,725845,NA,NA,NA,NA,NA,pge-com-PGSI-retail->200kW-nonCare-0.0_0.5
581,pge-com-PGSI-retail-gt200kW-nonCare-0.5_1.0,45864968.89,19,pge,PGSI,com,retail,nonCare,0.5_1.0,>200kW,NA,0,724830,NA,NA,NA,NA,NA,pge-com-PGSI-retail->200kW-nonCare-0.5_1.0
582,pge-com-PGSN-com_other-noKW-nonCare-0.0_0.2,50686.16755,248,pge,PGSN,com,com_other,nonCare,0.0_0.2,noKW,NA,0.2,723965,NA,NA,NA,NA,NA,pge-com-PGSN-com_other-noKW-nonCare-0.0_0.2
583,pge-com-PGSN-com_other-noKW-nonCare-0.2_0.4,412696.3236,246,pge,PGSN,com,com_other,nonCare,0.2_0.4,noKW,NA,0.555555556,723965,NA,NA,NA,NA,NA,pge-com-PGSN-com_other-noKW-nonCare-0.2_0.4
584,pge-com-PGSN-com_other-noKW-nonCare-0.4_0.6,1266732.306,246,pge,PGSN,com,com_other,nonCare,0.4_0.6,noKW,NA,0.416666667,723965,NA,NA,NA,NA,NA,pge-com-PGSN-com_other-noKW-nonCare-0.4_0.6
585,pge-com-PGSN-com_other-noKW-nonCare-0.6_0.8,3690992.638,246,pge,PGSN,com,com_other,nonCare,0.6_0.8,noKW,NA,0.375,723965,NA,NA,NA,NA,NA,pge-com-PGSN-com_other-noKW-nonCare-0.6_0.8
586,pge-com-PGSN-com_other-noKW-nonCare-0.8_1.0,31483525.13,248,pge,PGSN,com,com_other,nonCare,0.8_1.0,noKW,NA,0.285714286,723965,NA,NA,NA,NA,NA,pge-com-PGSN-com_other-noKW-nonCare-0.8_1.0
587,pge-com-PGSN-office-lt50kW-nonCare-0.0_0.1,17906.12242,44,pge,PGSN,com,office,nonCare,0.0_0.1,<50kW,NA,0.066666667,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.0_0.1
588,pge-com-PGSN-office-lt50kW-nonCare-0.1_0.2,67017.73032,43,pge,PGSN,com,office,nonCare,0.1_0.2,<50kW,NA,0,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.1_0.2
589,pge-com-PGSN-office-lt50kW-nonCare-0.2_0.3,112692.9574,43,pge,PGSN,com,office,nonCare,0.2_0.3,<50kW,NA,0.166666667,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.2_0.3
590,pge-com-PGSN-office-lt50kW-nonCare-0.3_0.4,193781.4436,44,pge,PGSN,com,office,nonCare,0.3_0.4,<50kW,NA,0.166666667,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.3_0.4
591,pge-com-PGSN-office-lt50kW-nonCare-0.4_0.5,329581.2745,43,pge,PGSN,com,office,nonCare,0.4_0.5,<50kW,NA,0.083333333,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.4_0.5
592,pge-com-PGSN-office-lt50kW-nonCare-0.5_0.6,500806.6697,43,pge,PGSN,com,office,nonCare,0.5_0.6,<50kW,NA,0.222222222,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.5_0.6
593,pge-com-PGSN-office-lt50kW-nonCare-0.6_0.7,811896.9288,44,pge,PGSN,com,office,nonCare,0.6_0.7,<50kW,NA,0.076923077,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.6_0.7
594,pge-com-PGSN-office-lt50kW-nonCare-0.7_0.8,1265224.65,43,pge,PGSN,com,office,nonCare,0.7_0.8,<50kW,NA,0.153846154,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.7_0.8
595,pge-com-PGSN-office-lt50kW-nonCare-0.8_0.9,2313089.483,43,pge,PGSN,com,office,nonCare,0.8_0.9,<50kW,NA,0.071428571,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.8_0.9
596,pge-com-PGSN-office-lt50kW-nonCare-0.9_1.0,5123978.779,44,pge,PGSN,com,office,nonCare,0.9_1.0,<50kW,NA,0.071428571,723965,NA,NA,NA,NA,NA,pge-com-PGSN-office-<50kW-nonCare-0.9_1.0
597,pge-com-PGSN-retail-lt50kW-nonCare-0.0_0.2,68676.25688,34,pge,PGSN,com,retail,nonCare,0.0_0.2,<50kW,NA,0,723965,NA,NA,NA,NA,NA,pge-com-PGSN-retail-<50kW-nonCare-0.0_0.2
598,pge-com-PGSN-retail-lt50kW-nonCare-0.2_0.4,229695.2845,32,pge,PGSN,com,retail,nonCare,0.2_0.4,<50kW,NA,0.125,724915,NA,NA,NA,NA,NA,pge-com-PGSN-retail-<50kW-nonCare-0.2_0.4
599,pge-com-PGSN-retail-lt50kW-nonCare-0.4_0.6,484664.2548,32,pge,PGSN,com,retail,nonCare,0.4_0.6,<50kW,NA,0.166666667,724915,NA,NA,NA,NA,NA,pge-com-PGSN-retail-<50kW-nonCare-0.4_0.6
600,pge-com-PGSN-retail-lt50kW-nonCare-0.6_0.8,1159429.676,32,pge,PGSN,com,retail,nonCare,0.6_0.8,<50kW,NA,0,723965,NA,NA,NA,NA,NA,pge-com-PGSN-retail-<50kW-nonCare-0.6_0.8
601,pge-com-PGSN-retail-lt50kW-nonCare-0.8_1.0,4183539.419,34,pge,PGSN,com,retail,nonCare,0.8_1.0,<50kW,NA,0.25,723965,NA,NA,NA,NA,NA,pge-com-PGSN-retail-<50kW-nonCare-0.8_1.0
602,pge-com-PGST-com_other-noKW-nonCare-0.0_0.1,297412.8383,2058,pge,PGST,com,com_other,nonCare,0.0_0.1,noKW,NA,0.157894737,724920,NA,NA,NA,NA,NA,pge-com-PGST-com_other-noKW-nonCare-0.0_0.1
603,pge-com-PGST-com_other-noKW-nonCare-0.1_0.2,1119963.078,2003,pge,PGST,com,com_other,nonCare,0.1_0.2,noKW,NA,0.14893617,724920,NA,NA,NA,NA,NA,pge-com-PGST-com_other-noKW-nonCare-0.1_0.2
604,pge-com-PGST-com_other-noKW-nonCare-0.2_0.3,3267730.718,2029,pge,PGST,com,com_other,nonCare,0.2_0.3,noKW,NA,0.384615385,724920,NA,NA,NA,NA,NA,pge-com-PGST-com_other-noKW-nonCare-0.2_0.3
605,pge-com-PGST-com_other-noKW-nonCare-0.3_0.4,7192800.511,2030,pge,PGST,com,com_other,nonCare,0.3_0.4,noKW,NA,0.423076923,724920,NA,NA,NA,NA,NA,pge-com-PGST-com_other-noKW-nonCare-0.3_0.4
606,pge-com-PGST-com_other-noKW-nonCare-0.4_0.5,12500063.15,2029,pge,PGST,com,com_other,nonCare,0.4_0.5,noKW,NA,0.544444444,724920,NA,NA,NA,NA,NA,pge-com-PGST-com_other-noKW-nonCare-0.4_0.5
607,pge-com-PGST-com_other-noKW-nonCare-0.5_0.6,19495459.99,2030,pge,PGST,com,com_other,nonCare,0.5_0.6,noKW,NA,0.566037736,724920,NA,NA,NA,NA,NA,pge-com-PGST-com_other-noKW-nonCare-0.5_0.6
608,pge-com-PGST-com_other-noKW-nonCare-0.6_0.7,30430248.8,2029,pge,PGST,com,com_other,nonCare,0.6_0.7,noKW,NA,0.588235294,724920,NA,NA,NA,NA,NA,pge-com-PGST-com_other-noKW-nonCare-0.6_0.7
